Ministère;Instance;Texte(s) institutif(s);Nombre de membres;Coût de fonctionnement 2012 (k€);Coût de fonctionnement 2013 (k€);Coût de fonctionnement 2014 (k€);Nombre de réunions 2012;Nombre de réunions 2013;Nombre de réunions 2014;Justification de l’évolution des coûts de fonctionnement / Observations
Finances et comptes publics;Commission d'agrément pour l'exécution des travaux cadastraux en France métropolitaine en Alsace-Moselle;Loi du 31 mars 1884 relative au renouvellement et à la conservation du cadastre en Alsace-Lorraine Arrêté du 20 mai 1950 relatif à l'agrément des géomètres privés pour l'exécution des travaux cadastraux dans les départements du Bas-Rhin, du Haut-Rhin et de la Moselle;4;0;0;0;1;1;1;
Finances et comptes publics;Commission d'agrément pour l'exécution des travaux cadastraux en France métropolitaine hors Alsace-Moselle;Décret n° 55-471 du 30 avril 1955 relatif à la rénovation et à la conservation du cadastre Arrêté du 30 juillet 2010 fixant les modalités d'attribution des agréments pour l’exécution des travaux cadastraux;5;0;0;0;1;1;1;Commission renouvelée pour 1 an par le décret n° 2015-572 du 27 mai 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère des finances et des comptes publics
Finances et comptes publics;Commission de certification des comptes des organismes payeurs FEOGA FEAGA FEADER;Décret n° 2007-805 du 11 mai 2007 instituant une commission de certification des comptes des organismes payeurs des dépenses financées par les fonds européens agricoles;5;120.4;75.8;102.5;7;8;8;
Finances et comptes publics;Commission de conciliation et d'expertise douanière;Articles 441 à 450-1 du code des douanes Décret n° 2010-428 du 28 avril 2010 relatif aux modalités de prélèvement des échantillons et aux conditions de fonctionnement de la commission de conciliation et d'expertise douanière dans les cas de contestation sur l'espèce, l'origine et la valeur des marchandises;4;9.52;7;5.9;22;8;9;Le coût de fonctionnement de la commission a diminué en 2014 en raison d’une part, d’une baisse du nombre de séances (9 séances ont eu lieu en 2014) et d’autre part, du nombre de recours portés devant elle qui est passé de 92 en 2013 à 68 en 2014.
Finances et comptes publics;Commission de réforme;Article L.31 du code des pensions civiles et militaires de retraite;7;0;0;0;11;11;10;
Finances et comptes publics;Commission des garanties et du crédit au commerce extérieur;Loi n° 49-874 du 5 juillet 1949 relative à diverses dispositions d'ordre économique et financier Décret n° 49-1077 du 4 août 1949 relatif à la composition et au fonctionnement de la commission des garanties et du crédit au commerce extérieur;10;0;0;0;30;27;30;
Finances et comptes publics;Commission économique de la Nation;Décret n° 99-416 du 26 mai 1999 portant suppression de la commission des comptes et des budgets économiques de la nation et création de la commission économique de la nation;28;0;2.4;;2;2;2;
Finances et comptes publics;Commission interministérielle appelée à apprécier la qualité de certaines manifestations artistiques;Décret n° 97-663 du 29 mai 1997 pris en application de l'article 34 de la loi de finances rectificative pour 1995;4;0;0;0;2;2;2;
Finances et comptes publics;Commission interministérielle d'audit salarial du secteur public;Décret n° 53-707 du 9 août 1953 relatif au contrôle de l'État sur les entreprises publiques nationales et certains organismes ayant un objet d'ordre économique ou social Arrêté du 3 février 2005 relatif à la composition de la commission prévue à l'article 6 du décret n° 53-707 du 9 août 1953 relatif au contrôle de l'État sur les entreprises publiques nationales et certains organismes ayant un objet d'ordre économique ou social;12;0;0;0;73;76;75;
Finances et comptes publics;Commission interministérielle de coordination des contrôles sur les opérations et les bénéficiaires et redevables relevant des Fonds communautaires agricoles de garantie;Décret n° 96-389 du 10 mai 1996 instituant une commission interministérielle de coordination des contrôles sur les opérations et les bénéficiaires et redevables relevant des fonds communautaires agricoles de garantie;12;0;0;0;9;9;9;
Finances et comptes publics;Commission nationale d'évaluation du recensement de la population;Décret n° 2009-318 du 20 mars 2009 relatif au conseil national de l'information statistique, au comité du secret statistique, et au comité du label de la statistique publique Arrêté du 17 juin 2009 relatif aux modalités d'organisation de la commission nationale d'évaluation du recensement de la population;25;1;1;1;2;2;2;
Finances et comptes publics;Commission nationale des impôts directs et taxes sur le chiffre d'affaires;Articles 1651 H du code général des impôts et L.59 du livre des procédures fiscales;8;2.4;3;3.3;20;25;28;L'augmentation du coût de fonctionnement s'explique par la tenue de 3 séances supplémentaires en 2014 par rapport à 2013.
Finances et comptes publics;Commission nationale des nomenclatures économiques et sociales;Décret n° 2009-318 du 20 mars 2009 relatif au conseil national de l'information statistique, au comité du secret statistique, et au comité du label de la statistique publique Arrêté du 17 juin 2009 relatif aux modalités d'organisation de la commission nationale des nomenclatures économiques et sociales;30;0;0;0;0;0;0;
Finances et comptes publics;Commission nationale des sanctions;Articles L.561-38 et suivants et R.561-43 et suivants du code monétaire et financier;7;0;0;12;0;0;5;La commission a débuté ses travaux en juillet 2014.
Finances et comptes publics;Commission pour la désignation des agents des douanes des catégories A et B habilités à effectuer des enquêtes judiciaires;Articles 28-1 et R.15-33-1 et R.15-33-2 du code de procédure pénale;8;-;0;0;-;1;1;
Finances et comptes publics;Commission pour la transparence et la qualité des opérations immobilières de l'État;Décret n° 2012-203 du 10 février 2012 relatif à la commission pour la transparence et la qualité des opérations immobilières de l'État;6;7.3;7.3;6;9;9;9;
Finances et comptes publics;Conseil d'orientation de la lutte contre le blanchiment de capitaux et le financement du terrorisme;Articles D.561-51 et suivants du code monétaire et financier;24;14;0;0;3;2;0;En raison du départ de son président, le conseil ne s’est pas réuni en 2014.
Finances et comptes publics;Conseil d'orientation du service des achats de l'État;Décret n° 2009-300 modifié du 17 mars 2009 portant création du service des achats de l'État;17;0;0;0;4;4;2;
Finances et comptes publics;Conseil de l'immobilier de l'État;Décret n° 2006-1267 du 16 octobre 2006 instituant un conseil de l'immobilier de l'État;16;15.4;12.2;7.9;16;18;17;
Finances et comptes publics;Conseil de normalisation des comptes publics;Loi n° 2001-1275 du 28 décembre 2001 de finances pour 2002 Arrêté du 29 avril 2009 relatif au conseil de normalisation des comptes publics;240;59.95;67.01;68.12;104;105;99;
Finances et comptes publics;Conseil national de l'information statistique;Loi n° 51-711 du 7 juin 1951 sur l'obligation, la coordination et le secret en matière de statistiques Décret n° 2009-318 modifié du 20 mars 2009 relatif au conseil national de l'information statistique, au comité du secret statistique et au comité du label de la statistique publique;44;39;80;53;18;23;21;
Finances et comptes publics;Observatoire de l'épargne réglementée;Articles L.221-9 et R.221-12 du code monétaire et financier;11;1.18;1.18;0;2;2;0;
Finances et comptes publics;Observatoire des jeux;Loi n° 2010-476 du 12 mai 2010 relative à l'ouverture à la concurrence et à la régulation du secteur des jeux d'argent et de hasard en ligne Décret n° 2011-252 du 9 mars 2011 relatif au comité consultatif des jeux;8;111;43.38;39.02;5;4;3;
Défense;Comité consultatif de santé des armées;Décret n° 57-384 du 22 mars 1957 Articles D. 3341-1 et suivants du code de la défense;36;0;0;0;1;1;1;Commission renouvelée pour 5 ans par le décret n° 2015-625 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la défense.
Défense;Comité des achats auprès du ministère de la défense;Arrêté du 7 avril 2010 portant création du comité des achats du ministère de la défense;9;0;0;0;5;5;5;
Défense;Comité directeur de l'observatoire de la santé des vétérans;Décret n° 2004-524 du 10 juin 2004 portant attributions et organisation de l'observatoire de la santé des vétérans;13;0;0;1;1;1;1;
Défense;Comité ministériel d'investissement;Arrêté du 17 février 2010 modifié fixant les attributions, la composition et le fonctionnement du comité ministériel d'investissement;10;0;0;0;18;18;13;
Défense;Comité national pour l'érection et la conservation du mémorial de la déportation du Struthof;Décret du 13 octobre 1953 modifié relatif à l'édification d'un mémorial de la déportation au Struthof;16;0;0;0;1;1;0;
Défense;Commission armées jeunesse;Décret n° 55-814 du 22 juin 1955 relatif aux commissions ministérielles de la jeunesse Arrêté du 22 novembre 1955 modifié fixant la composition et le mode de fonctionnement de la commission armées jeunesse;70;113;112;92;51;51;60;L'augmentation de l'activité résulte des travaux de préparation de deux évènements majeurs (« Jeunes et défense européenne » et « l’engagement en 1915, en 2015 »).
Défense;Commission centrale relative aux bonifications et avantages de carrière des fonctionnaires ayant accompli des services de la résistance;Loi n° 51-1124 du 26 septembre 1951 instituant des bonifications d'ancienneté pour les personnes ayant pris une part active et continue à la résistance et prévoyant des dérogations temporaires aux règles de recrutement et d'avancement dans les emplois publics;12;0;0;0;0;0;0;Suppression décidée par le CIMAP du 2 avril 2013. L'article 30 de la loi n° 2015-917 du 28 juillet 2015 actualisant la programmation militaire pour les années 2015 à 2019 et portant diverses dispositions concernant la défense habilite le Gouvernement à supprimer cette commission.
Défense;Commission consultative médicale des anciens combattants et victimes de guerre;Décret du 5 mars 1916 modifié fixant la constitution, l'organisation et le fonctionnement de la commission consultative médicale;6;0;0;0;0;0;0;Cette commission sera attachée, à compter du 1er janvier 2016, à la direction des ressources humaines du ministère de la défense.
Défense;Commission d'experts (anciens combattants d'Afrique française du Nord);Articles L. 253 bis et R. 227 ter du code des pensions militaires d’invalidité et des victimes de la guerre;21;0;0;0;0;0;0;Suppression décidée par le CIMAP du 2 avril 2013. L'article 30 de la loi n° 2015-917 du 28 juillet 2015 actualisant la programmation militaire pour les années 2015 à 2019 et portant diverses dispositions concernant la défense habilite le Gouvernement à supprimer cette commission.
Défense;Commission de déontologie des militaires;Articles R.* 4122-18 et R.* 4122-19 du code de la défense;11;31;30.5;31;14;14;13;Commission renouvelée pour 5 ans par le décret n° 2015-625 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la défense.
Défense;Commission de suivi de sécurité maritime;Arrêté du 8 juin 2011 relatif au contrôle du suivi de la sécurité maritime des bâtiments de guerre de surface de la marine nationale Arrêté du 8 juin 2011 relatif à la composition de la commission de suivi de sécurité maritime;9;0;0;0;7;7;26;
Défense;Commission interministérielle de contrôle (Salon international de l'aéronautique et de l'espace);Arrêté du 30 juin 2003 relatif à la réglementation de la manifestation aérienne organisée dans le cadre du salon international de l'aéronautique et de l'espace;4;0;0;0;6;5;0;
Défense;Commission interministérielle des demandes de classement des matériels de guerre, armes et munitions;Décret n° 95-589 du 6 mai 1995 relatif à l'application du décret du 18 avril 1939 fixant le régime des matériels de guerre, armes et munitions Décret n° 2013-700 du 30 juillet 2013 portant application de la loi n° 2012-304 du 6 mars 2012 relative à l'établissement d'un contrôle des armes moderne, simplifié et préventif;11;0;0;0;0;0;1;Fusion avec le comité de règlement des contestations en douanes décidée par le CIMAP du 2 avril 2013.
Défense;Conseil de l'exploitation nucléaire de défense;Arrêté du 13 mars 2002 modifié instituant un conseil de l'exploitation nucléaire de la défense;8;0;0;0;1;1;1;Commission renouvelée pour 5 ans par le décret n° 2015-625 du 5 juin 2015 relatif à certaines commissions administratives à caractère consultatif relevant du ministère de la défense.
Défense;Conseil général de l'armement;Décret n°88-349 du 8 avril 1988 relatif au conseil général de l'armement (codifié aux articles D. 3331-1 et suivants du code de la défense);18;0;0;1;1;1;2;
Défense;Conseil scientifique de l'observatoire de la santé des vétérans;Décret n° 2004-524 du 10 juin 2004 portant attributions et organisation de l'observatoire de la santé des vétérans;8;0;0;0;4;1;4;
Défense;Conseil supérieur de la réserve militaire;Loi n°99-894 du 22 octobre 1999 portant organisation de la réserve militaire et du service de défense (codifié aux articles L. 4261-1 et D.4261-1 et suivants du code de la défense);79;30;30;25;2;2;2;
Défense;Groupes d'experts chargés d'étudier les transports des matières nucléaires et la protection des installations et établissements;Décret n° 2009-1120 du 17 septembre 2009 relatif à la protection et au contrôle des matières nucléaires, de leurs installations et de leur transport (codifié à l’article R. 1333-15 du code de la défense);37;0;0;0;0;0;0;
Défense;Haut comité d'évaluation de la condition militaire;Loi n° 2005-270 du 24 mars 2005 portant statut général des militaires (codifié aux articles L. 4111-1 et D. 4111-1 et suivants du code de la défense);9;25;25;20;20;20;23;
Affaires sociales, santé et droits des femmes;Comité consultatif national de l'enseignement des jeunes sourds;Arrêté du 20 août 1987 instituant un comité consultatif national de l'enseignement des jeunes sourds;16;1.4;1.8;5;4;6;5;Commission renouvelée pour 5 ans par le décret n° 2015-626 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère des affaires sociales, de la santé et des droits des femmes
Affaires sociales, santé et droits des femmes;Comité de la médaille d'honneur de la santé et des affaires sociales;Décret n° 2012-169 du 2 février 2012 relatif à l'attribution de la médaille d'honneur de la santé et des affaires sociales;19;0;0;0;2;0;0;
Affaires sociales, santé et droits des femmes;Comité de normalisation des données sociales déclaratives et de leurs échanges;Articles R. 133-10 à R. 133-12 du code de sécurité sociale;31;0;0;0;4;7;7;
Affaires sociales, santé et droits des femmes;Comité de pilotage de l'observatoire national de la fin de vie;Décret n° 2010-158 du 19 février 2010 portant création de l'observatoire national de la fin de vie;12;0;475;456;2;4;4;
Affaires sociales, santé et droits des femmes;Comité de pilotage et comité de suivi du programme national relatif à la nutrition et à la santé et du plan « Obésité »;Décret n° 2012-531 du 19 avril 2012 relatif à l'organisation et au fonctionnement du comité de pilotage et du comité de suivi du programme national relatif à la nutrition et à la santé (2011-2015) et du plan « Obésité » (2010-2013);63;0;0;0;6;3;6;
Affaires sociales, santé et droits des femmes;Comité économique des produits de santé;Articles L. 162-17-3 et D. 162-2-1 et suivants du code de la sécurité sociale;34;890;890;1000;70;70;70;
Affaires sociales, santé et droits des femmes;Comité national de l'organisation sanitaire et sociale;Articles L. 6121-7 et L. 6121-8 et R. 6122-1 à R. 6122-7 du code de la santé publique;49;0;0;0;4;8;6;
Affaires sociales, santé et droits des femmes;Comité national de pilotage du centre national de relais chargé de la réception et de l'orientation des appels d'urgence des personnes déficientes auditives;Article D. 98-8-4 du code des postes et des communications électroniques;21;2.35;2.5;1.84;3;2;1;
Affaires sociales, santé et droits des femmes;Comité national de santé publique;Articles L. 1413-1 et R. 1413-26 à R. 1413-32 du code de la santé publique;17;0;0;0;3;0;0;
Affaires sociales, santé et droits des femmes;Comité national de soutien à la parentalité;Articles D. 141-9 et suivants du code de l'action sociale et des familles;35;0;0;0;14;3;0;
Affaires sociales, santé et droits des femmes;Comité national de suivi du développement des soins palliatifs et de l'accompagnement de la fin de vie;Arrêté du 9 février 2006 relatif à la création et à la composition du comité national de suivi du développement des soins palliatifs et de l'accompagnement de la fin de vie;46;0;0;0;2;0;0;
Affaires sociales, santé et droits des femmes;Comité national des retraités et des personnes âgées;Articles D. 149-1 et suivants du code de l’action sociale et des familles;56;21.6;13.5;11.77;40;28;22;
Affaires sociales, santé et droits des femmes;Comité national pour la bientraitance et les droits des personnes âgées et des personnes handicapées;Décret n° 2013-16 du 7 janvier 2013 portant création du comité national pour la bientraitance et les droits des personnes âgées et des personnes handicapées;70;-;0;0.6;-;3;1;
Affaires sociales, santé et droits des femmes;Comité scientifique du site 'Intervention précoce, soutien à la parentalité';Arrêté du 6 avril 2012 portant création du comité scientifique du site 'Intervention précoce, soutien à la parentalité;16;2.7;3.85;3;3;3;3;La différence de coûts sur les 3 années s'explique par l'indisponibilité de certains experts de province et le report de crédits d'année en année.
Affaires sociales, santé et droits des femmes;Commission chargée d'émettre un avis sur les qualifications professionnelles des personnes spécialisées en radiophysique médicale titulaires d'un diplôme délivré hors de France;Décret n° 2009-742 du 19 juin 2009 instituant la commission chargée d'émettre un avis sur les qualifications professionnelles des personnes spécialisées en radiophysique médicale titulaires d'un diplôme délivré hors de France;12;0;0.9;0.6;1;2;1;Commission renouvelée pour 5 ans par le décret n° 2015-626 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère des affaires sociales, de la santé et des droits des femmes
Affaires sociales, santé et droits des femmes;Commission chargée de donner un avis sur l'usage du titre de chiropracteur;Décret n° 2011-32 du 7 janvier 2011 relatif aux actes et aux conditions d'exercice de la chiropraxie;5;0.8;0;0;5;0;1;
Affaires sociales, santé et droits des femmes;Commission chargée de donner un avis sur les conditions de délivrance du brevet professionnel de préparateur en pharmacie;Articles L. 4241-5, L. 4241-14 et D. 4241-20 à D. 4241-25 du code de la santé publique;39;0;0.2;0.08;2;3;2;
Affaires sociales, santé et droits des femmes;Commission consultative de suivi des conséquences des essais nucléaires;Loi n° 2010-2 du 5 janvier 2010 relative à la reconnaissance et à l'indemnisation des victimes des essais nucléaires français;19;10;10;0;1;1;0;
Affaires sociales, santé et droits des femmes;Commission consultative nationale d'agrément des établissements de formation en ostéopathie (ex Commission nationale d'agrément des établissements de formation en ostéopathie);Décret n° 2014-1043 du 12 septembre 2014 relatif à l'agrément des établissements de formation en ostéopathie;16;0;0;0;1;0;0;
Affaires sociales, santé et droits des femmes;Commission consultative relative aux régimes de sécurité sociale des ministres des cultes et membres des congrégations religieuses;Articles L. 382-15 et L. 382-19 et R. 382-56 et suivants du code de la sécurité sociale;11;0;0;0;0;0;1;
Affaires sociales, santé et droits des femmes;Commission d'admission des sportifs de haut niveau;Décret n°2010-979 du 26 août 2010 relatif à la création d'une commission d'admission des sportifs de haut niveau et aux dispenses d'épreuves accordées aux sportifs de haut niveau pour l'admission dans les instituts de formation en masso-kinésithérapie, en pédicurie podologie, en ergothérapie et en psychomotricité;12;0;0;0;1;1;1;
Affaires sociales, santé et droits des femmes;Commission de qualification des pharmaciens en biologie médicale;Arrêté du 1er mars 2012 relatif à la composition des commissions de qualification et à la procédure de qualification des pharmaciens en biologie médicale;11;0;0;0;0;0;0;
Affaires sociales, santé et droits des femmes;Commission de suivi des programmes de prévention des infections associées aux soins en établissements de santé et en secteur des soins de ville;Arrêté du 14 juin 2011 relatif à la commission de suivi des programmes de prévention des infections associées aux soins en établissements de santé et en secteur des soins de ville;20;0.12;0.4;1.16;5;4;5;
Affaires sociales, santé et droits des femmes;Commission des comptes de la sécurité sociale;Articles L. 114-1 et D. 114-1 et suivants du code de la sécurité sociale;67;35;35;35;2;2;2;
Affaires sociales, santé et droits des femmes;Commission des conseillers en génétique;Articles L.1132-3, L.1132-5, R. 1132-1, R.1132-2, R.1132-4-1, R.1132-4-2 du code de la santé publique;6;0;0;0.5;0;0;1;
Affaires sociales, santé et droits des femmes;Commission nationale d'agrément des associations représentant les usagers dans les instances hospitalières ou de santé publique;Articles L. 1114-1 et R. 1114-5 à R. 1114-8 du code de la santé publique;14;3;3.4;3.8;11;10;9;L’augmentation des coûts de fonctionnement est liée aux remboursements des frais de déplacement de membres résidant en province.
Affaires sociales, santé et droits des femmes;Commission nationale d'agrément des conventions collectives des établissements et services sociaux et médico-sociaux à but non lucratif;Articles L. 314-6, R. 314-197 et R. 314-198 du code de l'action sociale et des familles;13;0.9;0.8;124.62;20;17;12;Cette commission n’a pas de budget propre mais utilise des ressources internes à la DGCS (3 ETP (0.5 cat A, 2 catégorie B + 0.5 catégorie C).
Affaires sociales, santé et droits des femmes;Commission nationale d'agrément des établissements de formation en chiropraxie;Décret n° 2014-367 du 24 mars 2014 relatif à la formation des chiropracteurs et à l'agrément des établissements de formation en chiropraxie Décret n° 2011-1127 du 20 septembre 2011 relatif à la formation des chiropracteurs et à l'agrément des établissements de formation en chiropraxie;8;-;0;0;-;1;0;
Affaires sociales, santé et droits des femmes;Commission nationale de l'activité libérale;Articles L. 6154-5 et R. 6154-19 à R. 6154-24 du code de la santé publique;13;0;0;0;0;0;0;Suppression décidée par le CIMAP du 17 juillet 2013
Affaires sociales, santé et droits des femmes;Commission nationale des accidents médicaux;Articles L. 1142-10, L. 1142-11 et R. 1142-24 et suivants du code de la santé publique;37;26.5;22;23;12;10;11;
Affaires sociales, santé et droits des femmes;Commission nationale des formations aux soins d'urgence en situation sanitaire normale et exceptionnelle et aux centres d'enseignement des soins d'urgence (CESU);Décret n° 2012-565 du 24 avril 2012 relatif à la commission nationale des formations aux soins d'urgence en situation sanitaire normale et exceptionnelle et aux centres d'enseignement des soins d'urgence;15;0.5;0.61;0;1;1;0;
Affaires sociales, santé et droits des femmes;Commission nationale relative aux professions de prothésiste et orthésiste pour l'appareillage des personnes handicapées;Article D. 4364-10-1 du code de la santé publique. Arrêté du 1er février 2011 relatif aux professions de prothésiste et orthésiste pour l'appareillage des personnes handicapées;7;0.9;2.6;0.8;6;10;5;
Affaires sociales, santé et droits des femmes;Commission permanente chargée de la normalisation du braille français;Arrêté du 20 février 1996 créant une commission permanente chargée de la normalisation du braille français;23;0;0;0;0;0;2;Commission renouvelée pour 5 ans par le décret n° 2015-626 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère des affaires sociales, de la santé et des droits des femmes
Affaires sociales, santé et droits des femmes;Commission professionnelle consultative du travail social et de l'intervention sociale;Arrêté du 11 septembre 2002 relatif à la création d'une commission professionnelle consultative du travail social et de l'intervention sociale;40;0;0.52;5;17;30;26;
Affaires sociales, santé et droits des femmes;Commission scientifique du haut conseil des professions paramédicales;Article D. 4381-6-1 du code de la santé publique;28;4.9;73.2;220;1;6;10;
Affaires sociales, santé et droits des femmes;Commission scientifique indépendante des chirurgiens-dentistes;Articles L. 4143-2 et D. 4143-16 et suivants du code de la santé publique;12;10.3;34.6;113;3;5;9;
Affaires sociales, santé et droits des femmes;Commission scientifique indépendante des médecins;Articles L. 4133-2 et D. 4133-16 et suivants du code de la santé publique;28;0;192.8;224;;11;10;
Affaires sociales, santé et droits des femmes;Commission scientifique indépendante des pharmaciens;Articles L. 4236-2 et D. 4236-16 et suivants du code de la santé publique;21;18.2;41.1;163;4;6;9;
Affaires sociales, santé et droits des femmes;Commission scientifique indépendante des sages-femmes;Articles L. 4153-2 et D. 4153-16 et suivants du code de la santé publique;14;6.7;23.7;109;3;5;8;
Affaires sociales, santé et droits des femmes;Conférence nationale de santé;Articles L. 1411-3 et D. 1411-37 et suivants du code de la santé publique;120;88;179;68;37;39;31;
Affaires sociales, santé et droits des femmes;Conseil de l'hospitalisation;Articles L. 162-21-2 et R. 162-21 et suivants du code de la sécurité sociale;10;0;0;0;13;10;11;
Affaires sociales, santé et droits des femmes;Conseil national consultatif des personnes handicapées;Articles L. 146-1 et D. 146-1 et suivants du code de l'action sociale et des familles;190;30.2;35.7;42.48;10;16;57;
Affaires sociales, santé et droits des femmes;Conseil national de l'urgence hospitalière;Décret n° 2012-1138 du 9 octobre 2012 relatif au conseil national de l'urgence hospitalière;50;0;0;0;3;2;3;
Affaires sociales, santé et droits des femmes;Conseil national de pilotage des agences régionales de santé;Articles L. 1433-1 et D. 1433-1 et suivants du code de la santé publique;18;1;0;0.1;24;22;23;
Affaires sociales, santé et droits des femmes;Conseil national des politiques de lutte contre la pauvreté et l'exclusion sociale;Articles L. 143-1, R. 143-1 et suivants et D. 143-6 à D. 143-8 du code de l'action sociale et des familles;65;0.96;0;5.6;12;0;9;Le CNLE a tenu 8 séances plénières en 2014. Une réunion extraordinaire a eu lieu à la demande du ministre du travail.
Affaires sociales, santé et droits des femmes;Conseil national pour l'accès aux origines personnelles;Articles L. 147-1 et suivants et R. 147-1 et suivants du code de l'action sociale et des familles;17;4.1;4.9;1.25;4;4;3;
Affaires sociales, santé et droits des femmes;Conseil supérieur de l'adoption;Articles L. 148-1et D. 148-1 et suivants du code de l'action sociale et des familles;30;1.7;4.4;5.5;4;5;7;
Affaires sociales, santé et droits des femmes;Conseil supérieur de l'égalité professionnelle entre les femmes et les hommes;Articles D. 1145-1 et suivants du code du travail;37;0;0;0;3;8;5;Commission renouvelée pour 5 ans par le décret n° 2015-626 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère des affaires sociales, de la santé et des droits des femmes
Affaires sociales, santé et droits des femmes;Conseil supérieur de la fonction publique hospitalière;Loi n° 86-33 du 9 janvier 1986 portant dispositions statutaires relatives à la fonction publique hospitalière;34;66;91;178.53;32;32;22;
Affaires sociales, santé et droits des femmes;Conseil supérieur de la mutualité;Articles L. 411-1 à L. 411-3 et articles R. 411-1 à R. 411-3 du code de la mutualité;31;0;0;0;11;11;9;
Affaires sociales, santé et droits des femmes;Conseil supérieur de la pharmacie;Articles D. 5125-62 à D. 5125-69 du code de la santé publique;25;0;0;30;1;2;3;
Affaires sociales, santé et droits des femmes;Conseil supérieur du travail social;Article D. 142-1 du code l’action sociale et des familles;50;0.47;0.52;7;21;27;34;Commission renouvelée pour une année par le décret n° 2015-626 du 5 juin 2015 renouvelant certaines commissions administratives à caractère consultatif relevant du ministère des affaires sociales, de la santé et des droits des femmes
Affaires sociales, santé et droits des femmes;Groupe d'appui technique sur les pratiques non conventionnelles à visée thérapeutique;Arrêté du 3 février 2009 modifié portant création d'un groupe d'appui technique sur les pratiques non conventionnelles à visée thérapeutique;19;0;0;0;1;1;1;
Affaires sociales, santé et droits des femmes;Groupe de travail national amiante et fibres;Décret n°2013-761 du 21 août 2013 portant renouvellement du groupe de travail national « amiante et fibres »;28;-;1;3.5;-;1;4;
Affaires sociales, santé et droits des femmes;Haut conseil à l'égalité entre les femmes et les hommes;Décret n° 2013-8 du 3 janvier 2013 portant création du haut conseil à l'égalité entre les femmes et les hommes;72;0;0;0;0;0;60;
Affaires sociales, santé et droits des femmes;Haut conseil de la famille;Articles D. 141-1 et suivants du code de l'action sociale et des familles;60;4.7;7;112.84;8;14;10;
Affaires sociales, santé et droits des femmes;Haut conseil de la santé publique;Articles L. 1411-4 et L. 1411-5 et R. 1411-46 et suivants du code de la santé publique;156;406;256;345;358;432;411;
Affaires sociales, santé et droits des femmes;Haut conseil des professions paramédicales;Articles D. 4381-1 et suivants du code de la santé publique;42;2.6;2.2;4.3;7;8;6;
Affaires sociales, santé et droits des femmes;Haut conseil pour l'avenir de l'assurance maladie;Loi n° 2005-1579 du 19 décembre 2005 de financement de la sécurité sociale pour 2006;66;67;98;;5;12;;
Affaires sociales, santé et droits des femmes;Observatoire économique de l'hospitalisation publique et privée;Articles L. 162-21-3 et D. 162-17 du code de la sécurité sociale;15;0;0;0;2;5;4;
Affaires sociales, santé et droits des femmes;Observatoire national de la démographie des professions de santé;Décret n° 2010-804 du 13 juillet 2010 relatif aux missions de l'observatoire national de la démographie des professions de santé;18;27.59;72.7;395.65;16;11;9;Les frais de fonctionnement comprennent notamment l’indemnité du président (15120 euros) et l’élaboration du rapport annuel (11066 euros).
Affaires sociales, santé et droits des femmes;Observatoire national de la formation, de la recherche et de l'innovation sur le handicap;Articles L. 114-3-1 et D. 114-4 et suivants du code de l'action sociale et des familles;53;0;0;0;0;0;0;
Affaires sociales, santé et droits des femmes;Observatoire national de la pauvreté et de l'exclusion sociale;Articles L. 144-1 et R. 144-1 à R. 144-4 du code de l'action sociale et des familles;27;387.83;374.2;319.81;32;26;25;
Affaires sociales, santé et droits des femmes;Observatoire national des emplois et des métiers de la fonction publique hospitalière;Décret n° 2012-739 du 9 mai 2012 relatif au conseil supérieur de la fonction publique hospitalière et à l'observatoire national des emplois et des métiers de la fonction publique hospitalière;26;0.97;1.41;0.53;2;3;2;
Affaires sociales, santé et droits des femmes;Observatoire national du suicide;Décret n° 2013-809 du 9 septembre 2013 portant création de l'observatoire national du suicide;54;0;0;0;;3;0;
Travail, emploi, formation professionnelle et dialogue social;Comité du dialogue social pour les questions européennes et internationales;Décret n° 98-1080 du 30 novembre 1998 portant création d'un comité du dialogue social pour les questions européennes et internationales;16;0;0;0;11;11;9;
Travail, emploi, formation professionnelle et dialogue social;Commission d'évaluation de la sous-déclaration des accidents du travail et des maladies professionnelles;Loi n° 2001-1246 du 21 décembre 2001 de financement de la sécurité sociale pour 2002 Arrêté du 14 février 2011 relatif à la composition de la commission prévue à l'article L. 176-2 du code de la sécurité sociale;12;0;0;0;0;0;5;
Travail, emploi, formation professionnelle et dialogue social;Commission des accords de retraite et de prévoyance;Article L. 911-3 du code de la sécurité sociale Décret du 15 juin 1959 fixant la composition de la commission prévue par l'ordonnance n° 59-238 du 4 février 1959 relative aux régimes complémentaires de retraites Décret n° 2002-180 du 13 février 2002 modifiant la composition de la commission prévue à l'article L. 911-3 du code de la sécurité sociale Décret n°2003-903 du 19 septembre 2003 modifiant les règles de fonctionnement de la commission prévue à l'article L. 911-3 du code de la sécurité sociale;32;0;0;0;5;4;5;
